153 128 1 4 2 2 2
1 4
140 1.9138806715 0.5805693545
141 1.8477590650 0.7653668647
142 1.7638425287 0.9427934737
143 1.6629392246 1.1111404660
144 1.5460209067 1.2687865683
145 1.4142135624 1.4142135624
146 1.2687865683 1.5460209067
147 1.1111404660 1.6629392246
148 0.9427934737 1.7638425287
149 0.7653668647 1.8477590650
150 0.5805693545 1.9138806715
151 0.3901806440 1.9615705608
152 0.1960342807 1.9903694533
153 0.0000000000 2.0000000000
1 1 18 19 2 1
2 2 19 20 3 1
3 3 20 21 4 1
4 4 21 22 5 1
5 5 22 23 6 1
6 6 23 24 7 1
7 7 24 25 8 1
8 8 25 26 9 1
9 9 26 27 10 1
10 10 27 28 11 1
11 11 28 29 12 1
12 12 29 30 13 1
13 13 30 31 14 1
14 14 31 32 15 1
15 15 32 33 16 1
16 16 33 34 17 1
17 18 35 36 19 1
18 19 36 37 20 1
19 20 37 38 21 1
20 21 38 39 22 1
21 22 39 40 23 1
22 23 40 41 24 1
23 24 41 42 25 1
24 25 42 43 26 1
25 26 43 44 27 1
26 27 44 45 28 1
27 28 45 46 29 1
28 29 46 47 30 1
29 30 47 48 31 1
30 31 48 49 32 1
31 32 49 50 33 1
32 33 50 51 34 1
33 35 52 53 36 1
34 36 53 54 37 1
35 37 54 55 38 1
36 38 55 56 39 1
37 39 56 57 40 1
38 40 57 58 41 1
39 41 58 59 42 1
40 42 59 60 43 1
41 43 60 61 44 1
42 44 61 62 45 1
43 45 62 63 46 1
44 46 63 64 47 1
45 47 64 65 48 1
46 48 65 66 49 1
47 49 66 67 50 1
48 50 67 68 51 1
49 52 69 70 53 1
50 53 70 71 54 1
51 54 71 72 55 1
52 55 72 73 56 1
53 56 73 74 57 1
54 57 74 75 58 1
55 58 75 76 59 1
56 59 76 77 60 1
57 60 77 78 61 1
58 61 78 79 62 1
59 62 79 80 63 1
60 63 80 81 64 1
61 64 81 82 65 1
62 65 82 83 66 1
63 66 83 84 67 1
64 67 84 85 68 1
65 69 86 87 70 1
66 70 87 88 71 1
67 71 88 89 72 1
68 72 89 90 73 1
69 73 90 91 74 1
70 74 91 92 75 1
71 75 92 93 76 1
72 76 93 94 77 1
73 77 94 95 78 1
74 78 95 96 79 1
75 79 96 97 80 1
76 80 97 98 81 1
77 81 98 99 82 1
78 82 99 100 83 1
79 83 100 101 84 1
80 84 101 102 85 1
81 86 103 104 87 1
82 87 104 105 88 1
83 88 105 106 89 1
84 89 106 107 90 1
85 90 107 108 91 1
86 91 108 109 92 1
87 92 109 110 93 1
88 93 110 111 94 1
89 94 111 112 95 1
90 95 112 113 96 1
91 96 113 114 97 1
92 97 114 115 98 1
93 98 115 116 99 1
94 99 116 117 100 1
95 100 117 118 101 1
96 101 118 119 102 1
97 103 120 121 104 1
98 104 121 122 105 1
99 105 122 123 106 1
100 106 123 124 107 1
101 107 124 125 108 1
102 108 125 126 109 1
103 109 126 127 110 1
104 110 127 128 111 1
105 111 128 129 112 1
106 112 129 130 113 1
107 113 130 131 114 1
108 114 131 132 115 1
109 115 132 133 116 1
110 116 133 134 117 1
111 117 134 135 118 1
112 118 135 136 119 1
113 120 137 138 121 1
114 121 138 139 122 1
115 122 139 140 123 1
116 123 140 141 124 1
117 124 141 142 125 1
118 125 142 143 126 1
119 126 143 144 127 1
120 127 144 145 128 1
121 128 145 146 129 1
122 129 146 147 130 1
123 130 147 148 131 1
124 131 148 149 132 1
125 132 149 150 133 1
126 133 150 151 134 1
127 134 151 152 135 1
128 135 152 153 136 1
1 0 1
17 1 0
18 0 1
34 1 0
35 0 1
51 1 0
52 0 1
68 1 0
69 0 1
85 1 0
86 0 1
102 1 0
103 0 1
119 1 0
120 0 1
136 1 0
137 0 1
153 1 0
0 0 0
0 0.0 0.0
2 1 -100.0
3 2 -100.0
4 3 -100.0
5 4 -100.0
6 5 -100.0
7 6 -100.0
8 7 -100.0
9 8 -100.0
10 9 -100.0
11 10 -100.0
12 11 -100.0
13 12 -100.0
14 13 -100.0
15 14 -100.0
16 15 -100.0
17 16 -100.0
0 0 0.0
