561 512 1 4 2 2 2
1 4
140 1.1769300815 0.4211123167
141 1.1548494156 0.4783542905
142 1.1299866164 0.5344438668
143 1.1024015804 0.5892459210
144 1.0721607625 0.6426284302
145 1.0393370154 0.6944627913
146 1.0040094144 0.7446241306
147 0.9662630667 0.7929916052
148 0.9261889067 0.8394486936
149 0.8838834765 0.8838834765
150 0.8394486936 0.9261889067
151 0.7929916052 0.9662630667
152 0.7446241306 1.0040094144
153 0.6944627913 1.0393370154
154 0.6426284302 1.0721607625
155 0.5892459210 1.1024015804
156 0.5344438668 1.1299866164
157 0.4783542905 1.1548494156
158 0.4211123167 1.1769300815
159 0.3628558466 1.1961754197
160 0.3037252249 1.2125390665
161 0.2438629025 1.2259816005
162 0.1834130931 1.2364706375
163 0.1225214254 1.2439809083
164 0.0613345929 1.2484943203
165 0.0000000000 1.2500000000
166 1.3125000000 0.0000000000
167 1.3109190363 0.0644013226
168 1.3061799538 0.1286474967
169 1.2982941693 0.1925837477
170 1.2872806805 0.2560560476
171 1.2731660198 0.3189114861
172 1.2559841906 0.3809986389
173 1.2357765856 0.4421679326
174 1.2125918864 0.5022720050
175 1.1864859472 0.5611660601
176 1.1575216595 0.6187082171
177 1.1257688006 0.6747598518
178 1.0913038661 0.7291859308
179 1.0542098851 0.7818553371
180 1.0145762200 0.8326411855
181 0.9724983520 0.8814211282
182 0.9280776503 0.9280776503
183 0.8814211282 0.9724983520
184 0.8326411855 1.0145762200
185 0.7818553371 1.0542098851
186 0.7291859308 1.0913038661
187 0.6747598518 1.1257688006
188 0.6187082171 1.1575216595
189 0.5611660601 1.1864859472
190 0.5022720050 1.2125918864
191 0.4421679326 1.2357765856
192 0.3809986389 1.2559841906
193 0.3189114861 1.2731660198
194 0.2560560476 1.2872806805
195 0.1925837477 1.2982941693
196 0.1286474967 1.3061799538
197 0.0644013226 1.3109190363
198 0.0000000000 1.3125000000
199 1.3750000000 0.0000000000
200 1.3733437523 0.0674680522
201 1.3683789992 0.1347735680
202 1.3601177012 0.2017544024
203 1.3485797606 0.2682491928
204 1.3337929731 0.3340977474
205 1.3157929616 0.3991414312
206 1.2946230896 0.4632235484
207 1.2703343572 0.5261897195
208 1.2429852780 0.5878882535
209 1.2126417385 0.6481705131
210 1.1793768388 0.7068912733
211 1.1432707169 0.7639090704
212 1.1044103558 0.8190865437
213 1.0628893734 0.8722907657
214 1.0188077974 0.9233935629
215 0.9722718241 0.9722718241
216 0.9233935629 1.0188077974
217 0.8722907657 1.0628893734
218 0.8190865437 1.1044103558
219 0.7639090704 1.1432707169
220 0.7068912733 1.1793768388
221 0.6481705131 1.2126417385
222 0.5878882535 1.2429852780
223 0.5261897195 1.2703343572
224 0.4632235484 1.2946230896
225 0.3991414312 1.3157929616
226 0.3340977474 1.3337929731
227 0.2682491928 1.3485797606
228 0.2017544024 1.3601177012
229 0.1347735680 1.3683789992
230 0.0674680522 1.3733437523
231 0.0000000000 1.3750000000
232 1.4375000000 0.0000000000
233 1.4357684683 0.0705347818
234 1.4305780446 0.1408996392
235 1.4219412331 0.2109250570
236 1.4098788406 0.2804423379
237 1.3944199265 0.3492840086
238 1.3756017326 0.4172842236
239 1.3534695937 0.4842791643
240 1.3280768280 0.5501074340
241 1.2994846089 0.6146104468
242 1.2677618175 0.6776328092
243 1.2329848769 0.7390226948
244 1.1952375677 0.7986322100
245 1.1546108265 0.8563177502
246 1.1112025267 0.9119403460
247 1.0651172427 0.9653659976
248 1.0164659980 1.0164659980
249 0.9653659976 1.0651172427
250 0.9119403460 1.1112025267
251 0.8563177502 1.1546108265
252 0.7986322100 1.1952375677
253 0.7390226948 1.2329848769
254 0.6776328092 1.2677618175
255 0.6146104468 1.2994846089
256 0.5501074340 1.3280768280
257 0.4842791643 1.3534695937
258 0.4172842236 1.3756017326
259 0.3492840086 1.3944199265
260 0.2804423379 1.4098788406
261 0.2109250570 1.4219412331
262 0.1408996392 1.4305780446
263 0.0705347818 1.4357684683
264 0.0000000000 1.4375000000
265 1.5000000000 0.0000000000
266 1.4981931843 0.0736015115
267 1.4927770900 0.1470257105
268 1.4837647649 0.2200957117
269 1.4711779206 0.2926354830
270 1.4550468798 0.3644702699
271 1.4354105036 0.4354270159
272 1.4123160978 0.5053347801
273 1.3858192988 0.5740251485
274 1.3559839397 0.6413326401
275 1.3228818965 0.7070951052
276 1.2865929150 0.7711541163
277 1.2472044185 0.8333553495
278 1.2048112972 0.8935489567
279 1.1595156800 0.9515899262
280 1.1114266880 1.0073384323
281 1.0606601718 1.0606601718
282 1.0073384323 1.1114266880
283 0.9515899262 1.1595156800
284 0.8935489567 1.2048112972
285 0.8333553495 1.2472044185
286 0.7711541163 1.2865929150
287 0.7070951052 1.3228818965
288 0.6413326401 1.3559839397
289 0.5740251485 1.3858192988
290 0.5053347801 1.4123160978
291 0.4354270159 1.4354105036
292 0.3644702699 1.4550468798
293 0.2926354830 1.4711779206
294 0.2200957117 1.4837647649
295 0.1470257105 1.4927770900
296 0.0736015115 1.4981931843
297 0.0000000000 1.5000000000
298 1.5625000000 0.0000000000
299 1.5606179003 0.0766682411
300 1.5549761354 0.1531517818
301 1.5455882968 0.2292663663
302 1.5324770006 0.3048286282
303 1.5156738331 0.3796565311
304 1.4952192746 0.4535698082
305 1.4711626018 0.5263903959
306 1.4435617695 0.5979428631
307 1.4124832705 0.6680548335
308 1.3780019755 0.7365574013
309 1.3402009531 0.8032855378
310 1.2991712692 0.8680784891
311 1.2550117679 0.9307801633
312 1.2078288334 0.9912395065
313 1.1577361334 1.0493108669
314 1.1048543456 1.1048543456
315 1.0493108669 1.1577361334
316 0.9912395065 1.2078288334
317 0.9307801633 1.2550117679
318 0.8680784891 1.2991712692
319 0.8032855378 1.3402009531
320 0.7365574013 1.3780019755
321 0.6680548335 1.4124832705
322 0.5979428631 1.4435617695
323 0.5263903959 1.4711626018
324 0.4535698082 1.4952192746
325 0.3796565311 1.5156738331
326 0.3048286282 1.5324770006
327 0.2292663663 1.5455882968
328 0.1531517818 1.5549761354
329 0.0766682411 1.5606179003
330 0.0000000000 1.5625000000
331 1.6250000000 0.0000000000
332 1.6230426163 0.0797349708
333 1.6171751808 0.1592778530
334 1.6074118287 0.2384370210
335 1.5937760807 0.3170217733
336 1.5763007864 0.3948427923
337 1.5550280456 0.4717126005
338 1.5300091059 0.5474460118
339 1.5013042403 0.6218605776
340 1.4689826013 0.6947770268
341 1.4331220546 0.7660196973
342 1.3938089913 0.8354169593
343 1.3511381200 0.9028016287
344 1.3052122387 0.9680113698
345 1.2561419867 1.0308890868
346 1.2040455787 1.0912833016
347 1.1490485194 1.1490485194
348 1.0912833016 1.2040455787
349 1.0308890868 1.2561419867
350 0.9680113698 1.3052122387
351 0.9028016287 1.3511381200
352 0.8354169593 1.3938089913
353 0.7660196973 1.4331220546
354 0.6947770268 1.4689826013
355 0.6218605776 1.5013042403
356 0.5474460118 1.5300091059
357 0.4717126005 1.5550280456
358 0.3948427923 1.5763007864
359 0.3170217733 1.5937760807
360 0.2384370210 1.6074118287
361 0.1592778530 1.6171751808
362 0.0797349708 1.6230426163
363 0.0000000000 1.6250000000
364 1.6875000000 0.0000000000
365 1.6854673323 0.0828017004
366 1.6793742263 0.1654039243
367 1.6692353606 0.2476076756
368 1.6550751607 0.3292149184
369 1.6369277398 0.4100290536
370 1.6148368165 0.4898553929
371 1.5888556100 0.5685016276
372 1.5590467111 0.6457782921
373 1.5254819321 0.7214992202
374 1.4882421336 0.7954819934
375 1.4474170294 0.8675483808
376 1.4031049708 0.9375247682
377 1.3554127094 1.0052425763
378 1.3044551400 1.0705386670
379 1.2503550240 1.1332557363
380 1.1932426933 1.1932426933
381 1.1332557363 1.2503550240
382 1.0705386670 1.3044551400
383 1.0052425763 1.3554127094
384 0.9375247682 1.4031049708
385 0.8675483808 1.4474170294
386 0.7954819934 1.4882421336
387 0.7214992202 1.5254819321
388 0.6457782921 1.5590467111
389 0.5685016276 1.5888556100
390 0.4898553929 1.6148368165
391 0.4100290536 1.6369277398
392 0.3292149184 1.6550751607
393 0.2476076756 1.6692353606
394 0.1654039243 1.6793742263
395 0.0828017004 1.6854673323
396 0.0000000000 1.6875000000
397 1.7500000000 0.0000000000
398 1.7478920484 0.0858684301
399 1.7415732717 0.1715299956
400 1.7310588924 0.2567783303
401 1.7163742407 0.3414080635
402 1.6975546931 0.4252153148
403 1.6746455875 0.5079981852
404 1.6477021141 0.5895572434
405 1.6167891819 0.6696960066
406 1.5819812630 0.7482214135
407 1.5433622126 0.8249442894
408 1.5010250675 0.8996798023
409 1.4550718215 0.9722479078
410 1.4056131801 1.0424737829
411 1.3527682934 1.1101882473
412 1.2966644694 1.1752281710
413 1.2374368671 1.2374368671
414 1.1752281710 1.2966644694
415 1.1101882473 1.3527682934
416 1.0424737829 1.4056131801
417 0.9722479078 1.4550718215
418 0.8996798023 1.5010250675
419 0.8249442894 1.5433622126
420 0.7482214135 1.5819812630
421 0.6696960066 1.6167891819
422 0.5895572434 1.6477021141
423 0.5079981852 1.6746455875
424 0.4252153148 1.6975546931
425 0.3414080635 1.7163742407
426 0.2567783303 1.7310588924
427 0.1715299956 1.7415732717
428 0.0858684301 1.7478920484
429 0.0000000000 1.7500000000
430 1.8125000000 0.0000000000
431 1.8103167644 0.0889351597
432 1.8037723171 0.1776560668
433 1.7928824243 0.2659489850
434 1.7776733207 0.3536012087
435 1.7581816464 0.4404015761
436 1.7344543585 0.5261409775
437 1.7065486181 0.6106128593
438 1.6745316527 0.6936137212
439 1.6384805938 0.7749436068
440 1.5984822916 0.8544065855
441 1.5546331056 0.9318112239
442 1.5070386723 1.0069710473
443 1.4558136508 1.0797049894
444 1.4010814467 1.1498378275
445 1.3429739147 1.2172006057
446 1.2816310409 1.2816310409
447 1.2172006057 1.3429739147
448 1.1498378275 1.4010814467
449 1.0797049894 1.4558136508
450 1.0069710473 1.5070386723
451 0.9318112239 1.5546331056
452 0.8544065855 1.5984822916
453 0.7749436068 1.6384805938
454 0.6936137212 1.6745316527
455 0.6106128593 1.7065486181
456 0.5261409775 1.7344543585
457 0.4404015761 1.7581816464
458 0.3536012087 1.7776733207
459 0.2659489850 1.7928824243
460 0.1776560668 1.8037723171
461 0.0889351597 1.8103167644
462 0.0000000000 1.8125000000
463 1.8750000000 0.0000000000
464 1.8727414804 0.0920018894
465 1.8659713625 0.1837821381
466 1.8547059562 0.2751196396
467 1.8389724008 0.3657943538
468 1.8188085997 0.4555878373
469 1.7942631295 0.5442837699
470 1.7653951222 0.6316684751
471 1.7322741235 0.7175314357
472 1.6949799246 0.8016658002
473 1.6536023707 0.8838688815
474 1.6082411438 0.9639426454
475 1.5590055231 1.0416941869
476 1.5060141215 1.1169361959
477 1.4493946001 1.1894874078
478 1.3892833600 1.2591730403
479 1.3258252147 1.3258252147
480 1.2591730403 1.3892833600
481 1.1894874078 1.4493946001
482 1.1169361959 1.5060141215
483 1.0416941869 1.5590055231
484 0.9639426454 1.6082411438
485 0.8838688815 1.6536023707
486 0.8016658002 1.6949799246
487 0.7175314357 1.7322741235
488 0.6316684751 1.7653951222
489 0.5442837699 1.7942631295
490 0.4555878373 1.8188085997
491 0.3657943538 1.8389724008
492 0.2751196396 1.8547059562
493 0.1837821381 1.8659713625
494 0.0920018894 1.8727414804
495 0.0000000000 1.8750000000
496 1.9375000000 0.0000000000
497 1.9351661964 0.0950686190
498 1.9281704079 0.1899082094
499 1.9165294881 0.2842902943
500 1.9002714808 0.3779874989
501 1.8794355531 0.4707740986
502 1.8540719005 0.5624265622
503 1.8242416263 0.6527240909
504 1.7900165942 0.7414491502
505 1.7514792554 0.8283879935
506 1.7087224497 0.9133311776
507 1.6618491819 0.9960740669
508 1.6109723738 1.0764173265
509 1.5562145922 1.1541674025
510 1.4977077534 1.2291369881
511 1.4355928054 1.3011454750
512 1.3700193885 1.3700193885
513 1.3011454750 1.4355928054
514 1.2291369881 1.4977077534
515 1.1541674025 1.5562145922
516 1.0764173265 1.6109723738
517 0.9960740669 1.6618491819
518 0.9133311776 1.7087224497
519 0.8283879935 1.7514792554
520 0.7414491502 1.7900165942
521 0.6527240909 1.8242416263
522 0.5624265622 1.8540719005
523 0.4707740986 1.8794355531
524 0.3779874989 1.9002714808
525 0.2842902943 1.9165294881
526 0.1899082094 1.9281704079
527 0.0950686190 1.9351661964
528 0.0000000000 1.9375000000
529 2.0000000000 0.0000000000
530 1.9975909124 0.0981353487
531 1.9903694533 0.1960342807
532 1.9783530199 0.2934609489
533 1.9615705608 0.3901806440
534 1.9400625064 0.4859603598
535 1.9138806715 0.5805693545
536 1.8830881304 0.6737797068
537 1.8477590650 0.7653668647
538 1.8079785862 0.8551101869
539 1.7638425287 0.9427934737
540 1.7154572200 1.0282054884
541 1.6629392246 1.1111404660
542 1.6064150630 1.1913986090
543 1.5460209067 1.2687865683
544 1.4819022507 1.3431179097
545 1.4142135624 1.4142135624
546 1.3431179097 1.4819022507
547 1.2687865683 1.5460209067
548 1.1913986090 1.6064150630
549 1.1111404660 1.6629392246
550 1.0282054884 1.7154572200
551 0.9427934737 1.7638425287
552 0.8551101869 1.8079785862
553 0.7653668647 1.8477590650
554 0.6737797068 1.8830881304
555 0.5805693545 1.9138806715
556 0.4859603598 1.9400625064
557 0.3901806440 1.9615705608
558 0.2934609489 1.9783530199
559 0.1960342807 1.9903694533
560 0.0981353487 1.9975909124
561 0.0000000000 2.0000000000
1 1 34 35 2 1
2 2 35 36 3 1
3 3 36 37 4 1
4 4 37 38 5 1
5 5 38 39 6 1
6 6 39 40 7 1
7 7 40 41 8 1
8 8 41 42 9 1
9 9 42 43 10 1
10 10 43 44 11 1
11 11 44 45 12 1
12 12 45 46 13 1
13 13 46 47 14 1
14 14 47 48 15 1
15 15 48 49 16 1
16 16 49 50 17 1
17 17 50 51 18 1
18 18 51 52 19 1
19 19 52 53 20 1
20 20 53 54 21 1
21 21 54 55 22 1
22 22 55 56 23 1
23 23 56 57 24 1
24 24 57 58 25 1
25 25 58 59 26 1
26 26 59 60 27 1
27 27 60 61 28 1
28 28 61 62 29 1
29 29 62 63 30 1
30 30 63 64 31 1
31 31 64 65 32 1
32 32 65 66 33 1
33 34 67 68 35 1
34 35 68 69 36 1
35 36 69 70 37 1
36 37 70 71 38 1
37 38 71 72 39 1
38 39 72 73 40 1
39 40 73 74 41 1
40 41 74 75 42 1
41 42 75 76 43 1
42 43 76 77 44 1
43 44 77 78 45 1
44 45 78 79 46 1
45 46 79 80 47 1
46 47 80 81 48 1
47 48 81 82 49 1
48 49 82 83 50 1
49 50 83 84 51 1
50 51 84 85 52 1
51 52 85 86 53 1
52 53 86 87 54 1
53 54 87 88 55 1
54 55 88 89 56 1
55 56 89 90 57 1
56 57 90 91 58 1
57 58 91 92 59 1
58 59 92 93 60 1
59 60 93 94 61 1
60 61 94 95 62 1
61 62 95 96 63 1
62 63 96 97 64 1
63 64 97 98 65 1
64 65 98 99 66 1
65 67 100 101 68 1
66 68 101 102 69 1
67 69 102 103 70 1
68 70 103 104 71 1
69 71 104 105 72 1
70 72 105 106 73 1
71 73 106 107 74 1
72 74 107 108 75 1
73 75 108 109 76 1
74 76 109 110 77 1
75 77 110 111 78 1
76 78 111 112 79 1
77 79 112 113 80 1
78 80 113 114 81 1
79 81 114 115 82 1
80 82 115 116 83 1
81 83 116 117 84 1
82 84 117 118 85 1
83 85 118 119 86 1
84 86 119 120 87 1
85 87 120 121 88 1
86 88 121 122 89 1
87 89 122 123 90 1
88 90 123 124 91 1
89 91 124 125 92 1
90 92 125 126 93 1
91 93 126 127 94 1
92 94 127 128 95 1
93 95 128 129 96 1
94 96 129 130 97 1
95 97 130 131 98 1
96 98 131 132 99 1
97 100 133 134 101 1
98 101 134 135 102 1
99 102 135 136 103 1
100 103 136 137 104 1
101 104 137 138 105 1
102 105 138 139 106 1
103 106 139 140 107 1
104 107 140 141 108 1
105 108 141 142 109 1
106 109 142 143 110 1
107 110 143 144 111 1
108 111 144 145 112 1
109 112 145 146 113 1
110 113 146 147 114 1
111 114 147 148 115 1
112 115 148 149 116 1
113 116 149 150 117 1
114 117 150 151 118 1
115 118 151 152 119 1
116 119 152 153 120 1
117 120 153 154 121 1
118 121 154 155 122 1
119 122 155 156 123 1
120 123 156 157 124 1
121 124 157 158 125 1
122 125 158 159 126 1
123 126 159 160 127 1
124 127 160 161 128 1
125 128 161 162 129 1
126 129 162 163 130 1
127 130 163 164 131 1
128 131 164 165 132 1
129 133 166 167 134 1
130 134 167 168 135 1
131 135 168 169 136 1
132 136 169 170 137 1
133 137 170 171 138 1
134 138 171 172 139 1
135 139 172 173 140 1
136 140 173 174 141 1
137 141 174 175 142 1
138 142 175 176 143 1
139 143 176 177 144 1
140 144 177 178 145 1
141 145 178 179 146 1
142 146 179 180 147 1
143 147 180 181 148 1
144 148 181 182 149 1
145 149 182 183 150 1
146 150 183 184 151 1
147 151 184 185 152 1
148 152 185 186 153 1
149 153 186 187 154 1
150 154 187 188 155 1
151 155 188 189 156 1
152 156 189 190 157 1
153 157 190 191 158 1
154 158 191 192 159 1
155 159 192 193 160 1
156 160 193 194 161 1
157 161 194 195 162 1
158 162 195 196 163 1
159 163 196 197 164 1
160 164 197 198 165 1
161 166 199 200 167 1
162 167 200 201 168 1
163 168 201 202 169 1
164 169 202 203 170 1
165 170 203 204 171 1
166 171 204 205 172 1
167 172 205 206 173 1
168 173 206 207 174 1
169 174 207 208 175 1
170 175 208 209 176 1
171 176 209 210 177 1
172 177 210 211 178 1
173 178 211 212 179 1
174 179 212 213 180 1
175 180 213 214 181 1
176 181 214 215 182 1
177 182 215 216 183 1
178 183 216 217 184 1
179 184 217 218 185 1
180 185 218 219 186 1
181 186 219 220 187 1
182 187 220 221 188 1
183 188 221 222 189 1
184 189 222 223 190 1
185 190 223 224 191 1
186 191 224 225 192 1
187 192 225 226 193 1
188 193 226 227 194 1
189 194 227 228 195 1
190 195 228 229 196 1
191 196 229 230 197 1
192 197 230 231 198 1
193 199 232 233 200 1
194 200 233 234 201 1
195 201 234 235 202 1
196 202 235 236 203 1
197 203 236 237 204 1
198 204 237 238 205 1
199 205 238 239 206 1
200 206 239 240 207 1
201 207 240 241 208 1
202 208 241 242 209 1
203 209 242 243 210 1
204 210 243 244 211 1
205 211 244 245 212 1
206 212 245 246 213 1
207 213 246 247 214 1
208 214 247 248 215 1
209 215 248 249 216 1
210 216 249 250 217 1
211 217 250 251 218 1
212 218 251 252 219 1
213 219 252 253 220 1
214 220 253 254 221 1
215 221 254 255 222 1
216 222 255 256 223 1
217 223 256 257 224 1
218 224 257 258 225 1
219 225 258 259 226 1
220 226 259 260 227 1
221 227 260 261 228 1
222 228 261 262 229 1
223 229 262 263 230 1
224 230 263 264 231 1
225 232 265 266 233 1
226 233 266 267 234 1
227 234 267 268 235 1
228 235 268 269 236 1
229 236 269 270 237 1
230 237 270 271 238 1
231 238 271 272 239 1
232 239 272 273 240 1
233 240 273 274 241 1
234 241 274 275 242 1
235 242 275 276 243 1
236 243 276 277 244 1
237 244 277 278 245 1
238 245 278 279 246 1
239 246 279 280 247 1
240 247 280 281 248 1
241 248 281 282 249 1
242 249 282 283 250 1
243 250 283 284 251 1
244 251 284 285 252 1
245 252 285 286 253 1
246 253 286 287 254 1
247 254 287 288 255 1
248 255 288 289 256 1
249 256 289 290 257 1
250 257 290 291 258 1
251 258 291 292 259 1
252 259 292 293 260 1
253 260 293 294 261 1
254 261 294 295 262 1
255 262 295 296 263 1
256 263 296 297 264 1
257 265 298 299 266 1
258 266 299 300 267 1
259 267 300 301 268 1
260 268 301 302 269 1
261 269 302 303 270 1
262 270 303 304 271 1
263 271 304 305 272 1
264 272 305 306 273 1
265 273 306 307 274 1
266 274 307 308 275 1
267 275 308 309 276 1
268 276 309 310 277 1
269 277 310 311 278 1
270 278 311 312 279 1
271 279 312 313 280 1
272 280 313 314 281 1
273 281 314 315 282 1
274 282 315 316 283 1
275 283 316 317 284 1
276 284 317 318 285 1
277 285 318 319 286 1
278 286 319 320 287 1
279 287 320 321 288 1
280 288 321 322 289 1
281 289 322 323 290 1
282 290 323 324 291 1
283 291 324 325 292 1
284 292 325 326 293 1
285 293 326 327 294 1
286 294 327 328 295 1
287 295 328 329 296 1
288 296 329 330 297 1
289 298 331 332 299 1
290 299 332 333 300 1
291 300 333 334 301 1
292 301 334 335 302 1
293 302 335 336 303 1
294 303 336 337 304 1
295 304 337 338 305 1
296 305 338 339 306 1
297 306 339 340 307 1
298 307 340 341 308 1
299 308 341 342 309 1
300 309 342 343 310 1
301 310 343 344 311 1
302 311 344 345 312 1
303 312 345 346 313 1
304 313 346 347 314 1
305 314 347 348 315 1
306 315 348 349 316 1
307 316 349 350 317 1
308 317 350 351 318 1
309 318 351 352 319 1
310 319 352 353 320 1
311 320 353 354 321 1
312 321 354 355 322 1
313 322 355 356 323 1
314 323 356 357 324 1
315 324 357 358 325 1
316 325 358 359 326 1
317 326 359 360 327 1
318 327 360 361 328 1
319 328 361 362 329 1
320 329 362 363 330 1
321 331 364 365 332 1
322 332 365 366 333 1
323 333 366 367 334 1
324 334 367 368 335 1
325 335 368 369 336 1
326 336 369 370 337 1
327 337 370 371 338 1
328 338 371 372 339 1
329 339 372 373 340 1
330 340 373 374 341 1
331 341 374 375 342 1
332 342 375 376 343 1
333 343 376 377 344 1
334 344 377 378 345 1
335 345 378 379 346 1
336 346 379 380 347 1
337 347 380 381 348 1
338 348 381 382 349 1
339 349 382 383 350 1
340 350 383 384 351 1
341 351 384 385 352 1
342 352 385 386 353 1
343 353 386 387 354 1
344 354 387 388 355 1
345 355 388 389 356 1
346 356 389 390 357 1
347 357 390 391 358 1
348 358 391 392 359 1
349 359 392 393 360 1
350 360 393 394 361 1
351 361 394 395 362 1
352 362 395 396 363 1
353 364 397 398 365 1
354 365 398 399 366 1
355 366 399 400 367 1
356 367 400 401 368 1
357 368 401 402 369 1
358 369 402 403 370 1
359 370 403 404 371 1
360 371 404 405 372 1
361 372 405 406 373 1
362 373 406 407 374 1
363 374 407 408 375 1
364 375 408 409 376 1
365 376 409 410 377 1
366 377 410 411 378 1
367 378 411 412 379 1
368 379 412 413 380 1
369 380 413 414 381 1
370 381 414 415 382 1
371 382 415 416 383 1
372 383 416 417 384 1
373 384 417 418 385 1
374 385 418 419 386 1
375 386 419 420 387 1
376 387 420 421 388 1
377 388 421 422 389 1
378 389 422 423 390 1
379 390 423 424 391 1
380 391 424 425 392 1
381 392 425 426 393 1
382 393 426 427 394 1
383 394 427 428 395 1
384 395 428 429 396 1
385 397 430 431 398 1
386 398 431 432 399 1
387 399 432 433 400 1
388 400 433 434 401 1
389 401 434 435 402 1
390 402 435 436 403 1
391 403 436 437 404 1
392 404 437 438 405 1
393 405 438 439 406 1
394 406 439 440 407 1
395 407 440 441 408 1
396 408 441 442 409 1
397 409 442 443 410 1
398 410 443 444 411 1
399 411 444 445 412 1
400 412 445 446 413 1
401 413 446 447 414 1
402 414 447 448 415 1
403 415 448 449 416 1
404 416 449 450 417 1
405 417 450 451 418 1
406 418 451 452 419 1
407 419 452 453 420 1
408 420 453 454 421 1
409 421 454 455 422 1
410 422 455 456 423 1
411 423 456 457 424 1
412 424 457 458 425 1
413 425 458 459 426 1
414 426 459 460 427 1
